69156;;;;;;;;;;;;;;;PEAK5;24.10.2019;PEAK5_M-05-20;M;20;;5.0;;2019-10-24/PEAK5_M-05-20
69157;;;;;;;;;;;;;;;PEAK5;24.10.2019;PEAK5_M-06-20;M;20;;6.0;;2019-10-24/PEAK5_M-06-20
69158;;;;;;;;;;;;;;;PEAK5;24.10.2019;PEAK5_M-07-20;M;20;;7.0;;2019-10-24/PEAK5_M-07-20
69159;;292,5;;;;;;;293,55;293;115290;122;133245;141;PEAK5;24.10.2019;PEAK5_Q-1-20;Q;20;1.0;;;2019-10-24/PEAK5_Q-1-20
69160;;304;;;;;;;300;303,5;10230;11;11160;12;PEAK5;24.10.2019;PEAK5_Q-2-20;Q;20;2.0;;;2019-10-24/PEAK5_Q-2-20
69161;;315,5;;;;;;;313;319;8910;9;10890;11;PEAK5;24.10.2019;PEAK5_Q-3-20;Q;20;3.0;;;2019-10-24/PEAK5_Q-3-20
69162;;;;;;;;;295;300;;;;;PEAK5;24.10.2019;PEAK5_Q-4-20;Q;20;4.0;;;2019-10-24/PEAK5_Q-4-20
69163;;;;;;;;;;;;;;;PEAK5;24.10.2019;PEAK5_Q-1-21;Q;21;1.0;;;2019-10-24/PEAK5_Q-1-21
69164;;;;;;;;;;;;;;;PEAK5;24.10.2019;PEAK5_Q-2-21;Q;21;2.0;;;2019-10-24/PEAK5_Q-2-21
69165;305;305,4;304,75;306;84150;22;25680093,75;19;306,25;304,9;9367425;2449;13345425;3489;PEAK5;24.10.2019;PEAK5_Y-20;Y;20;;;;2019-10-24/PEAK5_Y-20
69166;309;309;309;309;3810;1;1177290;1;308;309;1447800;380;1767840;464;PEAK5;24.10.2019;PEAK5_Y-21;Y;21;;;;2019-10-24/PEAK5_Y-21
69167;;307,5;;;;;;;305;310;147420;39;147420;39;PEAK5;24.10.2019;PEAK5_Y-22;Y;22;;;;2019-10-24/PEAK5_Y-22
69168;;;;;;;;;185;200;;;;;OFFPEAK;24.10.2019;OFFPEAK_W-44-19;W;19;;;44.0;2019-10-24/OFFPEAK_W-44-19
